Access to electricity (% of population),Access to clean fuels for cooking,Renewable energy share in the total final energy consumption (%),Primary energy consumption per capita (kWh/person),gdp_per_capita
1.0,1.0,0.09100374843815076,0.6652567025360331,0.16211907406588813
1.0,1.0,0.07444814660558101,0.667091516373548,0.18946554260621265
1.0,1.0,0.06955435235318616,0.6806445728725078,0.24636511665681934
1.0,1.0,0.06986672219908371,0.6751485710594208,0.27527105311308153
1.0,1.0,0.07132444814660557,0.6939456937206028,0.29177389450056684
1.0,1.0,0.07236568096626406,0.6982035414099069,0.33134897703981736
1.0,1.0,0.0706997084548105,0.6961239859445206,0.4014754638282972
1.0,1.0,0.07444814660558101,0.6729534380622141,0.34579100956955533
1.0,1.0,0.0849645980841316,0.6616944058215,0.42119197066689207
1.0,1.0,0.08663057059558517,0.6731885715654166,0.5061675019486153
1.0,1.0,0.08631820074968762,0.6526092238576205,0.5503619566633179
1.0,1.0,0.09589754269054561,0.6499441521718369,0.5514055858489725
1.0,1.0,0.09704289879216993,0.6445090919414487,0.5056613920507523
1.0,1.0,0.09693877551020408,0.6492478286845298,0.4586228040677277
1.0,1.0,0.0980841316118284,0.6412538689600503,0.4033137858540209
1.0,1.0,0.10089546022490628,0.6290793224562924,0.43615342881394453
1.0,1.0,0.10068721366097459,0.6283681474154772,0.4624619337856488
1.0,1.0,0.10547688463140359,0.6398676917779269,0.44377918629801905
1.0,1.0,,0.5970190286253555,0.41799000735064723
1.0,1.0,0.275301957517701,0.47184370449116575,0.19815300941344224
1.0,1.0,0.2658267388588088,0.4868866962622657,0.19793466634637671
1.0,1.0,0.25697625989171174,0.48527924252055776,0.2130416105535834
1.0,1.0,0.23490212411495207,0.487872596073763,0.26021377201195933
1.0,1.0,0.24125364431486881,0.49382199515074565,0.29747908528024863
1.0,1.0,0.2541649312786339,0.49937836881853576,0.31029580588619904
1.0,1.0,0.2773844231570179,0.49172049067292506,0.3283841923437432
1.0,1.0,0.30185339441899206,0.47962594749869614,0.3787924219206332
1.0,1.0,0.30903790087463556,0.48740720555274286,0.4181190406339714
1.0,1.0,0.3260099958350687,0.47089644961929134,0.38776638694341786
1.0,1.0,0.3243440233236151,0.4851471428768695,0.37881082936167676
1.0,1.0,0.32944606413994165,0.45578707005211266,0.41541400659026684
1.0,1.0,0.3579758433985839,0.4748498790873034,0.3926651290214391
1.0,1.0,0.3601624323198667,0.46827367299486405,0.410079828355126
1.0,1.0,0.37140774677217825,0.4460918542512185,0.4181897864155291
1.0,1.0,0.3625572678050812,0.44117017688316107,0.3570932718045598
1.0,1.0,0.3606830487296959,0.45094246046594677,0.36599735488727403
1.0,1.0,0.35381091211994997,0.45793622889700947,0.3824895539259145
1.0,1.0,0.35516451478550604,0.44599604338391774,0.41611476201695363
1.0,1.0,0.3516243231986672,0.4665421247706241,0.40519898132886845
1.0,1.0,,0.43481128822355813,0.3928199562388095
0.9889438066853723,0.703,0.02155351936693044,0.15569303596364517,0.004401804945819779
0.9860432235735418,0.736,0.01822157434402332,0.1483404644287429,0.004795346315898698
1.0,0.768,0.024468971261974178,0.14487691412914808,0.0052766729142890234
0.9891386871131409,0.8029999999999999,0.03061224489795918,0.15523034923650172,0.006254396695329702
0.9906306707663916,0.8290000000000001,0.0319658475635152,0.17368769191504796,0.007561304649180612
0.9921172467004349,0.852,0.034985422740524776,0.1861141837260771,0.011883696881265872
0.9949365925023733,0.8740000000000001,0.0297792586422324,0.18081376277433972,0.01913380202768684
0.995174066314012,0.894,0.039358600583090375,0.1643092062539911,0.030303418728134617
0.9967986099755506,0.907,0.03206997084548105,0.16351300655216164,0.04426722944516921
0.9985237635440669,0.9209999999999999,0.03404831320283215,0.1385590265724034,0.03920809225379865
0.9994308122363768,0.9309999999999999,0.04633486047480216,0.13479302795848402,0.04644652458410262
0.9989873185004747,0.94,0.036963765097875884,0.15125525079184948,0.057355217485198805
1.0,0.9470000000000001,0.029571012078300703,0.1538900592990279,0.059839802414670976
1.0,0.9520000000000001,0.026239067055393583,0.15532668154976445,0.06291480505939286
1.0,0.955,0.022074135776759683,0.15590722472071014,0.06304086590143566
1.0,0.9590000000000001,0.024260724698042482,0.1683935379712604,0.043665186870781136
1.0,0.9620000000000001,0.020199916701374426,0.16502304646305618,0.03054086056874809
1.0,0.9640000000000001,0.019887546855476883,0.16041837927063035,0.03269925673223337
1.0,0.966,0.020095793419408578,0.16316662158734138,0.037502669153433324
1.0,0.9670000000000001,0.016867971678467306,0.16943885365319727,0.038036792296228576
1.0,0.968,,0.1719190824018844,0.03330149656393367
1.0,1.0,0.0,0.48909883419167527,
1.0,1.0,0.004373177842565597,0.49150653366962094,
1.0,1.0,0.003956684714702207,0.5030872980688441,
1.0,1.0,0.016034985422740525,0.3467433816678333,
1.0,1.0,0.016555601832569763,0.37918266049261773,
1.0,1.0,0.01780508121615993,0.359649362353668,
1.0,1.0,0.020928779675135355,0.41197639703822553,
1.0,1.0,0.03685964181591003,0.46779892541574936,
1.0,1.0,0.02051228654727197,0.4506671369980491,
1.0,1.0,0.019054560599750102,0.3339664105755421,
1.0,1.0,0.017180341524364845,0.3431023659258625,
1.0,1.0,0.014785506039150352,0.29917948546609396,
1.0,1.0,0.01228654727197001,0.34205459751662326,
1.0,1.0,0.009995835068721365,0.31534514073681663,
1.0,1.0,0.01187005414410662,0.30680399107014134,
1.0,1.0,0.016034985422740525,0.2906238511893651,
1.0,1.0,0.015930862140774677,0.30173466724360476,
1.0,1.0,0.014993752603082047,0.3570676544269458,
1.0,1.0,0.01062057476051645,0.3850665022244981,
1.0,1.0,0.01187005414410662,0.38274197337747984,
1.0,1.0,,0.3215754350283642,
0.3113765803227719,0.083,0.6149521032902957,0.010174194817425836,0.0024808434909883823
0.342087625310867,0.083,0.5812161599333611,0.011410240947625678,0.0024562528751681666
0.3706292837370489,0.084,0.5657017909204498,0.01123173840716992,0.002440417496221611
0.3991179384135457,0.086,0.5478967097042898,0.011666353960029623,0.002709702601280064
0.39846718928195074,0.08900000000000001,0.5419616826322365,0.01218123839360267,0.002944554477370518
0.43522752771472034,0.092,0.5274885464389837,0.012996084616774395,0.003140418055105741
0.4989768407913398,0.098,0.5069762598917117,0.013893290332710527,0.003222898302375993
0.4582153977539455,0.10300000000000001,0.4913577675968346,0.014080192981356666,0.003615205923670161
0.5416149446763944,0.11,0.470637234485631,0.014760677064749778,0.004238656605147689
0.5703075736605256,0.11800000000000001,0.448771345272803,0.016039024050149966,0.0047838439034549075
0.5469262971123648,0.127,0.419408579758434,0.016280029614268075,0.005423128403129737
0.5908766741917645,0.13699999999999998,0.39993752603082044,0.017443278991260854,0.00607634640992171
0.6572637187701975,0.147,0.38848396501457727,0.01871554726864191,0.006249398068459834
0.6101176226827458,0.158,0.3860891295293627,0.01922754347097028,0.007049575587237837
0.6192317561784738,0.171,0.36776343190337357,0.01970581370725,0.008159870861247108
0.7458548179072231,0.183,0.3324656393169512,0.02356905426794346,0.009209928551039892
0.7561462949142993,0.193,0.31747188671386917,0.02332725205027241,0.010450678220000743
0.8784782200569597,0.20600000000000002,0.29529362765514366,0.0240841888024501,0.011765104483717002
0.9169601170389224,0.21899999999999997,0.2798833819241982,0.025396618075306257,0.012853935852635463
0.9210108430370239,0.23399999999999999,0.2577051228654727,0.028161148818842813,0.01413112478660444
0.9615181030180373,0.25,,0.026362743497158458,0.01498908028005292
1.0,1.0,0.1491045397750937,0.25413792960267073,0.09040751748223907
1.0,1.0,0.13077884214910454,0.25359857100631056,0.08992941492990313
1.0,1.0,0.11765930862140775,0.2542676730831236,0.091161933996588
1.0,1.0,0.10360266555601831,0.25597811240231216,0.09389975803692073
0.9999669865831154,1.0,0.10339441899208662,0.25692063563490247,0.1004896489964659
0.9998020207668429,1.0,0.10318617242815493,0.2579714844378798,0.11110666427159004
1.0,1.0,0.10308204914618908,0.25765182840681167,0.12226388030869094
1.0,1.0,0.10110370678883798,0.24489541580438978,0.13499536009982688
1.0,1.0,0.08985839233652645,0.28750462903996293,0.1376040731435159
1.0,1.0,0.09787588504789671,0.26981801246236536,0.1278216601851745
1.0,1.0,0.09454394002498959,0.2591735429134094,0.12920705447919736
1.0,1.0,0.048521449396084965,0.2712320194086049,0.13246454910802805
1.0,1.0,0.04383590170762182,0.25427040584622035,0.13077350030570073
1.0,1.0,0.03654727197001249,0.25759901751855646,0.13240722520280246
1.0,1.0,0.035818408996251556,0.22351756051356247,0.13271348318461118
1.0,1.0,0.03290295710120783,0.23725672493889668,0.13300381220491567
1.0,1.0,0.0363390254060808,0.241571497145711,0.13604385994144702
1.0,1.0,0.0534152436484798,0.22857464967280713,0.14002774631640544
1.0,1.0,0.060287380258225734,0.24233271168605786,0.1428930620152542
1.0,1.0,0.044877134527280295,0.24307133023472116,0.14616076917911655
1.0,1.0,,0.20836428292151496,0.12367623010372814
1.0,0.9470000000000001,0.058829654310703874,0.2401372986530568,0.00943715836714715
1.0,0.9520000000000001,0.06518117451062057,0.23471756314010508,0.009176864937077507
1.0,0.958,0.0678883798417326,0.24440308390867008,0.011080731040996992
1.0,0.9640000000000001,0.06507705122865472,0.24422997350571693,0.013839606363539158
1.0,0.9690000000000001,0.06528529779258642,0.27529333990870253,0.018368349873508973
1.0,0.971,0.07111620158267389,0.27617766397809773,0.024423240534591814
1.0,0.975,0.07496876301541024,0.295467166817033,0.030270974065511824
1.0,0.9790000000000001,0.07580174927113702,0.28968646516514046,0.03746876295367052
1.0,0.9815,0.07371928363182007,0.29464981958452535,0.050772506320674995
1.0,0.985,0.07694710537276134,0.2796289989232141,0.042468073797994034
1.0,0.987,0.07600999583506872,0.3038875051794551,0.04798744009407772
1.0,0.988,0.07830070803831736,0.2991659664967107,0.05198645593146777
1.0,0.99,0.07548937942523948,0.32404423059151577,0.05543824533382265
1.0,0.991,0.07257392753019574,0.29376579486373794,0.06390642609295002
1.0,0.992,0.06965847563515203,0.29380804164306074,0.06668817752637744
1.0,0.993,0.07111620158267389,0.26581345232086423,0.04744746594867877
1.0,0.9940000000000001,0.07017909204498125,0.2713888008278244,0.03993244761112197
1.0,0.9940000000000001,0.07590587255310287,0.27639562839018333,0.04597762644109262
1.0,0.995,0.07517700957934194,0.3060115090848923,0.05063225558563061
1.0,0.995,0.08152852977925863,0.3082656813526772,0.054502973320665095
1.0,0.996,,0.2874573416163415,0.05115161153647911
1.0,1.0,0.014993752603082047,0.6993209325114701,0.18581187852111486
1.0,1.0,0.016451478550603915,0.6901964972543456,0.1854360571509136
1.0,1.0,0.017492711370262388,0.6839535337572046,0.20077130031988072
1.0,1.0,0.019679300291545188,0.7070571627410637,0.24696256652799045
1.0,1.0,0.021032902957101206,0.7061366561157548,0.2856709868862691
1.0,1.0,0.025614327363598498,0.6942469736097164,0.29727208268533123
1.0,1.0,0.029362765514369008,0.6918553713617435,0.3124803042843815
1.0,1.0,0.03477717617659308,0.692000700282614,0.3577808492726327
1.0,1.0,0.0407122032486464,0.6983311508244785,0.38893098076014043
1.0,1.0,0.05029154518950437,0.6399686977920336,0.3603792521331669
1.0,1.0,0.06476468138275718,0.6788467430726628,0.3568001715224183
1.0,1.0,0.06934610578925447,0.6289611666638824,0.3827854868139837
1.0,1.0,0.07986255726780507,0.5995664466518775,0.36110509834637794
1.0,1.0,0.0855893377759267,0.6104623883441763,0.37789203969530794
1.0,1.0,0.09506455643481883,0.5623365954928335,0.3856380708182965
1.0,1.0,0.09756351520199916,0.5643991267132035,0.3312733314294107
1.0,1.0,0.09579341940857974,0.6053993991204365,0.33931447114444513
1.0,1.0,0.10037484381507705,0.607360267691044,0.35637418219318073
1.0,1.0,0.1109954185755935,0.602413531947594,0.38417142631678014
1.0,1.0,0.10630987088713037,0.6194803134353739,0.37665080701253983
1.0,1.0,,0.5546034553133847,0.3650453203704056
0.7873368850996796,0.799,0.35974593919200326,0.09693634081476317,0.026357412385852198
0.7994582775763981,0.8059999999999999,0.3083090379008746,0.10339732666243007,0.026680979003953345
0.8078884459873467,0.815,0.3247605164514785,0.09697424221106994,0.02766686789819889
0.81626550938046,0.8190000000000001,0.31424406497292795,0.09225224002080376,0.028675965684891773
0.8246134885609073,0.826,0.3334027488546439,0.08622346045252433,0.02990492760467921
0.8329559182467371,0.8290000000000001,0.3228862973760933,0.08961092309550794,0.030575668218706862
0.9087425104747242,0.8320000000000001,0.383173677634319,0.1001060756276254,0.03276598296859059
0.8497245466320372,0.833,0.33642232403165345,0.09177259664349097,0.033552609660409606
0.8582049440453622,0.835,0.3546438983756768,0.08628525662721606,0.034783646939111346
0.8667861032678901,0.8340000000000001,0.3038317367763432,0.08749435462323163,0.03301878312480121
0.8978935523021594,0.836,0.342877967513536,0.10131931622211628,0.033701591369402734
0.9157624186294339,0.8340000000000001,0.4618908788004998,0.0863898837938361,0.034939143625530904
0.9088173476375392,0.833,0.5213452728029987,0.0877490423500063,0.03560447783169557
0.9107433058205965,0.833,0.42680133277800913,0.09350592164656411,0.036115332577465235
0.9125474586728908,0.83,0.3901499375260308,0.09097744948999203,0.037329211006422884
0.9169601170389224,0.8290000000000001,0.3159100374843815,0.09847356351052486,0.037748944575508786
0.9313635872748213,0.828,0.3475635152019992,0.09659128843406783,0.0384518537956479
0.9411531793307327,0.826,0.3774468971261974,0.10522548723572707,0.03917213592966554
0.9161499718393022,0.8240000000000001,0.3606830487296959,0.09218052188822536,0.039622406886888915
0.9262767868345556,0.821,0.3028946272386505,0.09544138421113771,0.04024952490772678
0.9707672775917271,0.821,,0.06978138184918065,0.03244064959205843
0.20535980478992413,0.006,0.7318825489379426,0.009472586089038443,0.003247482227071292
0.209095748870713,0.008,0.6961682632236568,0.010461230541012738,0.0032911894629507514
0.22444727127283745,0.01,0.6668054977092878,0.011631587033338454,0.0037519777802317864
0.23389958975533193,0.013000000000000001,0.6427530195751769,0.013103781555085115,0.0048569425201852486
0.24332269237656518,0.017,0.6319241982507288,0.01340457958950422,0.005565676241794714
0.2527403467713309,0.021,0.6164098292378176,0.012190184088771733,0.005760493068926811
0.2698566388422331,0.025,0.5967305289462723,0.016145697409350238,0.006030097296155119
0.2716593739404282,0.028999999999999998,0.5673677634319033,0.018524677768122444,0.006922695966898402
0.28121501631631923,0.034,0.5701790920449812,0.018394387735050217,0.008212968150526159
0.29087130910644815,0.037000000000000005,0.5500832986255726,0.019836335494083087,0.00791582427986616
0.3336555733123293,0.04,0.4913577675968346,0.022091630801967473,0.007492627921952967
0.3609979737995133,0.040999999999999995,0.5070803831736777,0.020000230788120184,0.008252247144507592
0.3761881962923933,0.043,0.5240524781341107,0.01843663161745102,0.008372721865623024
0.3386300673742976,0.043,0.5411286963765097,0.018248042960194652,0.009232265717217867
0.33264289181280393,0.043,0.5315493544356518,0.018735990847271473,0.009558032967456134
